timestamp,premium
1389086400,0.97297121
1389089100,0.22552449
1389089400,-0.058565766
1389089700,-0.18285427
1389090000,-0.144817089
1389097500,2.179396302
1389099000,2.409640598
1389099600,-1.640187488
1389099900,-3.409088938
1389100200,-2.84596262
1389100500,-6.95040533
1389102000,-7.634638517
1389102900,-5.229398543
1389104100,-3.221924911
1389104400,-5.297751697
1389105900,-3.333859242
1389106800,-3.052488295
1389107100,-2.925157292
1389107700,-3.211031108
1389108300,-2.12245471
1389108600,-6.870690105
1389109800,-5.364028431
1389111000,-2.210724058
1389111900,-0.844415232
1389112500,-0.62841116
1389113400,-2.076147706
1389114000,-2.221650873
1389115200,1.459003606
1389117000,1.067929499
1389118800,3.309208074
1389119400,1.27433239
1389122700,0.572633479
1389124800,0.47059183
1389126900,-0.489508484
1389131700,-1.376500782
1389132000,-1.289373138
1389133800,-1.393935783
1389137100,1.264519969
1389138000,-2.471900417
1389139200,-0.155060367
1389147300,0.99753931
1389148200,-1.23846924
1389148500,-0.811644947
1389148800,-1.810515395
1389151500,-0.433597721
1389157800,-3.501400305
1389160500,-1.852981212
1389160800,-2.880260205
1389162000,-2.405033441
1389162300,-2.512675597
1389162600,-1.914886945
1389165900,-3.925428217
1389166200,-1.92640489
1389186300,0.799189244
1389193500,0.828765585
1389195000,1.533638307
1389195300,0.969562539
1389215100,1.221971328
1389219600,-0.040077726
1389238800,-1.211110051
1389242400,-1.94929775
1389243000,-1.871985317
1389243300,-1.521211915
1389244200,-0.866288283
1389245100,0.272990669
1389277500,0.831005611
1389278100,3.208352032
1389293100,-1.41628925
1389308400,-1.903654004
1389313800,1.357832613
1389350400,1.048546011
1389367200,0.268486711
1389371100,0.174080675
1389372600,-0.370146564
1389373500,-0.921989445
1389374100,-0.780766338
1389384900,-1.302480768
1389404700,-0.958447452
1389405000,-1.321488751
1389405300,-1.829601951
1389405600,-1.432934456
1389406200,-0.000206658
1389406500,-0.508338573
1389406800,-0.602444152
1389408000,-2.654840946
1389408600,-3.583993238
1389411300,-0.564066332
1389416700,-0.577521024
1389422100,-2.609019675
1389426900,-3.182183023
1389437400,-3.607455814
1389453000,-1.558671274
1389460800,-0.568051911
1389461100,0.793259746
1389477300,1.438855093
1389485400,-0.000913203
1389493200,-0.350903538
1389494400,-0.69405067
1389494700,-1.403983205
1389495000,-1.524667411
1389495300,-1.15669814
1389504000,0.113763758
1389513900,1.161419808
1389530700,-0.894797257
1389543600,-0.096313645
1389546900,-1.603701614
1389551100,-0.305973407
1389554400,1.365054887
1389567600,0.828801958
1389567900,0.509908182
1389568500,0.698402415
1389570900,-0.176621497
1389572700,0.852508489
1389586800,1.338004278
1389587100,0.361341166
1389587400,-0.524921834
1389587700,0.108439351
1389588300,1.762219762
1389588900,1.205134643
1389589500,1.391523017
1389590700,-2.239365831
1389591000,0.409527576
1389595200,-0.379873345
1389595500,0.697453651
1389627900,-0.957030049
1389633300,1.275178126
1389649800,1.918680558
1389660900,1.965521083
1389662100,2.492624177
1389713700,2.136548034
1389718800,0.078917407
1389748800,-0.30440844
1389749100,0.275563694
1389754200,1.307429193
1389759600,1.151836119
1389839400,0.204472068
1389839700,2.039515924
1389840000,2.082428322
1389844500,3.912274902
1389846000,2.843674586
1389846300,1.887872195
1389849600,2.329893734
1389849900,2.300777054
1389854100,2.210038216
1389875100,4.831993636
1389878100,3.54238105
1389886200,3.285522191
1389923400,4.538240324
1389924000,4.947372776
1389924600,4.894892328
1389934500,2.402865912
1389939300,3.626543232
1389940200,5.36620693
1389941100,5.639152955
1389941700,5.658718282
1389943500,4.460532708
1389944400,5.505655093
1389945900,4.184748816
1389957600,4.414962315
1389960300,4.089235825
1389970200,2.895293593
1389970800,3.315878883
1389985800,1.374959342
1389993000,-1.098882979
1390031400,0.479848171
1390092000,3.485034783
1390126200,1.329727496
1390129800,0.423651556
1390145100,-1.101351971
1390192800,-0.859232416
1390204200,2.162004572
1390268100,2.649113555
1390276500,0.971278062
1390356300,2.420792581
1390375800,0.672487809
1390443000,0.661139221
1390497000,-0.745516267
1390497600,-0.749053062
1390501800,-1.584035501
1390503000,-2.388206471
1390504800,-2.786059443
1390507200,-2.453515775
1390508100,-2.115229588
1390513200,0.16451002
1390513800,-3.487422819
1390514400,-4.195758689
1390517100,-0.891421428
1390517400,-0.365143516
1390518600,-1.215293537
1390521000,-0.02417779
1390522800,-0.762270119
1390531800,-5.508462129
1390532100,-3.574861555
1390574700,0.278693422
1390598400,-0.066981158
1390604400,0.323256458
1390608600,1.277637
1390609200,1.431322082
1390626000,0.836856747
1390626600,1.022323518
1390631400,1.236323639
1390638000,1.008056221
1390644300,-1.427456868
1390698600,0.20392393
1390713000,-1.635873991
1390716000,-1.038321092
1390727100,-2.39850636
1390774800,0.411556184
1390794000,-1.856800778
1390811700,-0.014113179
1390829100,1.062101198
1390832100,0.730494013
1390832700,0.685127168
1390833000,1.334431708
1390836000,2.070823491
1390837500,2.393457193
1390839600,3.281079547
1390846500,2.858370499
1390875900,0.176430511
1390934100,-1.44854575
1390952100,0.613793585
1390952700,0.488036429
1391029200,1.846762866
1391064600,3.113955109
1391089800,2.094710592
1391116200,2.403759128
1391121300,2.669315711
1391144100,2.648688392
1391184000,1.150823998
1391184300,0.277365068
1391289600,0.355000938
1391316900,-0.429661619
1391350800,0.662103651
1391372100,2.004815998
1391375700,1.518816469
1391379000,2.005833777
1391381700,1.887452954
1391403600,2.137639423
1391441700,2.716548759
1391443500,2.431123349
1391472900,2.605642883
1391473200,1.441745659
1391474100,1.896602609
1391477700,2.620338432
1391491200,3.514521265
1391548800,1.847053501
1391549400,3.066704946
1391576100,2.176503434
1391576400,2.48203995
1391611500,1.604601054
1391615100,2.509004667
1391623200,2.028307754
1391639400,3.13027404
1391642700,1.644920125
1391645400,1.603016628
1391645700,3.029595748
1391655600,4.319393459
1391683500,5.022850931
1391694900,5.695231403
1391696100,3.08814386
1391703900,2.004935657
1391705400,3.073723892
1391710500,-0.550173827
1391716500,-0.189873574
1391718000,2.88249713
1391718900,0.915324708
1391719500,1.034299207
1391723400,4.043173162
1391723700,4.479877814
1391724000,4.480137861
1391724300,4.673005019
1391724900,8.513724103
1391725500,4.470579272
1391725800,7.067092395
1391726700,6.155614182
1391727000,5.763686425
1391727600,3.801041268
1391727900,3.162633478
1391728200,7.701866755
1391728500,8.834259726
1391728800,7.189065975
1391729400,5.485184856
1391730000,4.977300307
1391730300,3.420270476
1391731500,-0.507157819
1391731800,-0.110676214
1391732100,2.713234279
1391732400,3.997149708
1391734200,6.258900654
1391734500,3.097891529
1391735400,2.370015395
1391735700,-0.462512882
1391736300,6.197185658
1391741400,2.486681067
1391741700,-1.465480144
1391747700,3.827896595
1391757000,7.306091502
1391784300,6.77412652
1391785500,7.553749663
1391785800,7.809000316
1391786100,7.332438962
1391807700,5.022209429
1391838000,4.57367639
1391866500,7.449474991
1391867100,8.486235307
1391867400,8.486235307
1391868300,7.837618595
1391869200,9.054534132
1391871600,6.621978102
1391875200,5.370858185
1391877600,6.218172544
1391878200,6.924291536
1391887800,6.003792087
1391910300,7.260186805
1391910600,8.352301683
1391913000,7.166279431
1391916600,4.775466417
1391917800,5.057022604
1391918400,4.723082995
1391928300,5.362037305
1391937000,6.200744737
1391954400,5.994410218
1391955900,8.417297417
1391963100,6.60748136
1391973600,6.812539154
1391994600,7.148635516
1391995200,5.366355462
1391996400,5.805237556
1391996700,8.969825994
1391997000,11.74421951
1391997300,14.64632467
1391997600,13.64984224
1391997900,13.19416033
1391998200,13.43713436
1391998500,1.87217679
1391999100,9.618763082
1391999700,10.66160947
1392000600,7.928995619
1392001500,7.301805355
1392001800,7.454257377
1392002100,4.791920112
1392002700,7.764058272
1392003900,6.546611699
1392004500,7.025301757
1392006000,2.658990881
1392006600,6.730713785
1392008100,5.408669411
1392011100,5.056026037
1392015000,2.833467964
1392019800,4.530978482
1392030600,6.676124478
1392036300,8.316159243
1392036600,8.500040794
1392041100,0.665398022
1392049800,5.146596499
1392054900,3.427453869
1392059400,2.57429166
1392061800,2.886628887
1392076500,2.245175715
1392082200,4.176643932
1392083100,3.719979586
1392086100,2.546902846
1392086400,2.501218454
1392100800,4.145134006
1392104400,3.32903346
1392108900,2.876293908
1392111000,6.4178519
1392113700,4.15504611
1392114000,3.764889091
1392114600,3.506464368
1392136800,0.102139715
1392157800,-0.422583042
1392158400,-0.76418056
1392158700,-0.841100837
1392159300,-1.810799996
1392159900,-1.699070962
1392160200,-1.094750583
1392165900,4.369217984
1392166500,0.594943135
1392174900,1.356569565
1392189600,1.834790072
1392190200,1.07688568
1392242400,-0.077478386
1392245100,-0.552634433
1392279600,2.271137847
1392294600,4.017045541
1392295200,6.657648385
1392295500,6.72990757
1392297600,2.305000848
1392305400,0.808131945
1392309300,1.541400206
1392313200,2.216001466
1392314700,2.17979078
1392315000,-0.709011361
1392315300,-1.266984537
1392315900,-4.114219615
1392316200,-4.898996754
1392317400,-5.689457548
1392320100,-0.644285986
1392320400,1.071417331
1392320700,1.071417331
1392321600,0.657053041
1392323100,1.381250179
1392328800,0.86395418
1392329100,2.714419214
1392329400,4.121790006
1392331500,-0.782083252
1392333000,-0.86034128
1392333300,0.677417086
1392339300,-0.393117952
1392339600,-1.047209792
1392339900,-3.370173237
1392340800,-2.455892192
1392341400,-1.788065373
1392342000,-3.609691134
1392343500,0.196434491
1392347100,-2.28843915
1392348600,-1.17980715
1392348900,-1.451768566
1392350100,-0.431740201
1392354000,1.69334044
1392357600,1.52961556
1392359400,0.21090601
1392359700,0.1436937
1392360000,-2.303698074
1392360300,-3.137985447
1392360600,-1.632380051
1392362100,-0.212936329
1392362400,-0.628534479
1392362700,0.159693986
1392365100,0.058444514
1392372600,-0.12314163
1392372900,2.012594928
1392384600,-1.478105699
1392396000,2.01796324
1392396600,1.524441648
1392396900,1.524441648
1392397800,-0.633443028
1392399000,-4.966232148
1392411900,1.286058741
1392415200,3.089731996
1392416100,3.422826811
1392418800,0.154892929
1392433200,-2.162751749
1392450900,-1.96872566
1392498000,0.356547449
1392500700,0.328025508
1392520800,-1.531957694
1392521400,-0.510650244
1392523800,-1.408785719
1392529200,-1.246873898
1392542400,3.222342679
1392543000,3.081142331
1392546000,4.426777291
1392547500,2.068461853
1392559500,4.64936472
1392559800,4.554576031
1392562200,-0.567516513
1392568500,-1.357402421
1392588900,3.503285995
1392589500,1.648251944
1392591900,1.616989054
1392595200,1.931587511
1392599700,1.183125434
1392601200,-0.476810985
1392601500,-0.244383795
1392601800,-0.636860288
1392602100,-2.650229128
1392602400,0.178282594
1392603600,0.076901426
1392645000,1.958546304
1392654000,-0.738745467
1392667500,1.595105179
1392677100,3.316342027
1392677400,3.563611923
1392678000,3.492418272
1392679800,3.102864942
1392686400,2.037968985
1392692700,1.317869427
1392693300,-0.413462418
1392693600,-0.150505492
1392731400,1.738074607
1392790800,0.980910985
1392806700,0.323494793
1392808500,0.406873718
1392816300,1.970783694
1392832800,1.361547964
1392836400,0.507992386
1392839700,0.963960015
1392846600,1.519383276
1392846900,0.822440655
1392847200,1.833443232
1392847500,2.451608692
1392851100,1.394460226
1392851700,1.932332705
1392853200,0.724544242
1392854100,0.31794974
1392854700,-1.058069886
1392859500,0.947084097
1392862500,1.864470765
1392864300,2.385832492
1392874200,-0.973167926
1392883500,1.975369703
1392886500,2.950155959
1392888000,4.440319508
1392900600,3.432112356
1392907500,4.952243728
1392909600,4.585517744
1392910200,5.197472169
1392911700,4.676591075
1392915900,3.13176846
1392919200,5.708176069
1392920100,3.25810452
1392927900,2.420225311
1392928200,2.550841328
1392928500,1.636023965
1392929400,1.493756172
1392930900,3.429533351
1392931800,3.779961559
1392932100,3.22544353
1392939900,-0.181646096
1392942000,0.486011624
1392942300,1.418077645
1392957000,2.853149687
1392961200,4.630083988
1392969300,0.618366368
1392989400,1.461556322
1393017900,1.999648935
1393018500,1.797931866
1393018800,1.510792186
1393020600,2.069482599
1393054800,-1.10166676
1393055400,0.09176746
1393080900,0.286351083
1393081800,0.382890047
1393089900,0.551109285
1393091100,-0.069676077
1393115400,-0.312470852
1393115700,-0.895438858
1393116900,0.478726247
1393160700,0.322710031
1393163100,-0.125841681
1393171200,0.348358216
1393172700,0.002333663
1393173300,-1.125776702
1393174800,-2.016302166
1393175400,-1.685538493
1393176300,-1.81479758
1393180500,-0.554860298
1393182600,-0.928941141
1393182900,-0.445897391
1393190100,2.57990632
1393200000,2.449712542
1393213500,-0.148448084
1393215300,2.826526839
1393220100,-0.234239876
1393220700,1.409931789
1393246200,2.22242528
1393247700,1.70355154
1393261200,0.738751607
1393262100,1.085463572
1393262700,2.250318045
1393265700,4.978251945
1393270800,4.747034217
1393271100,4.505007952
1393272000,2.178214208
1393272900,1.332645303
1393273200,2.674398872
1393273800,2.500596263
1393276500,2.583997033
1393276800,3.570050057
1393277100,3.278275089
1393277400,2.817845424
1393277700,3.79696568
1393278000,-0.55155656
1393278300,-1.26389813
1393278900,3.120831309
1393279200,0.700561858
1393281000,-0.632910083
1393284300,2.689203742
1393284600,16.55559429
1393285500,5.32659051
1393287300,4.528687411
1393289100,2.569083758
1393290600,4.577066932
1393292400,5.691808813
1393293900,0.677752815
1393294500,-1.648315337
1393294800,7.868091345
1393295100,11.92660259
1393295700,3.154168395
1393297200,2.65631904
1393297500,8.686569624
1393311300,3.975508318
1393311600,5.842096056
1393314000,6.395952824
1393317300,4.29357852
1393332600,1.66416561
1393338000,5.256633471
1393341600,-0.15150299
1393342500,4.053259551
1393344900,2.022192998
1393345200,2.343595762
1393345500,3.044422571
1393346700,2.781082957
1393347900,3.188275279
1393349400,2.756292211
1393351200,2.40265193
1393351500,2.26655886
1393351800,0.871703952
1393359900,1.340362814
1393362000,-1.833397666
1393362300,-2.235130393
1393362600,-1.002804375
1393363500,-2.133622737
1393363800,-1.423751004
1393365300,-3.999053049
1393367400,-4.740244498
1393368900,-3.821607085
1393369200,-4.888629599
1393372200,-2.919833748
1393379100,-3.213307389
1393380900,-3.009824166
1393382700,-4.913064593
1393385700,-5.189646497
1393386300,-4.276907142
1393388400,-3.347575104
1393390200,-3.096851613
1393390500,-2.289325376
1393396800,-6.395914422
1393401300,-7.067985359
1393404600,-8.87076662
1393405500,-6.353027281
1393409700,-3.944563492
1393412400,-5.374946911
1393415700,-6.952031129
1393419000,-4.625437849
1393420200,-2.929357453
1393422300,-4.095917262
1393426800,-4.719983035
1393427700,-5.615646203
1393428900,-3.965369582
1393433100,-5.102128842
1393433700,-5.108723461
1393436400,-2.909701914
1393436700,-3.399290357
1393438800,-3.881837166
1393439700,-5.123559095
1393453800,-4.851314321
1393458600,-5.644221634
1393461600,-6.296570604
1393473600,-3.171218484
1393475400,-5.697630321
1393476900,-4.761904762
1393495200,-4.1334091
1393554000,-3.309800977
1393558200,-3.46959979
1393558500,-3.799491053
1393589400,-3.96189966
1393650300,-4.158609356
1393659300,-2.382017365
1393683000,-1.499147266
1393736700,-3.764202139
1393798200,-3.507823647
1393802100,-4.03926276
1393802400,-4.183331237
1393807200,-3.143609122
1393808400,-3.662037588
1393808700,-4.129827712
1393809000,-3.859284917
1393826700,-3.134674558
1393827900,-4.540743168
1393828500,-6.431627338
1393828800,-7.395039145
1393829100,-7.607731479
1393829700,-7.387379684
1393830000,-8.132798336
1393836000,-9.630694941
1393836600,-11.46382055
1393836900,-14.56205046
1393837200,-15.60030613
1393837500,-11.11600892
1393837800,-8.581093642
1393838100,-6.663772216
1393845000,-1.244075089
1393850700,-4.028338094
1393856400,-1.936012928
1393857000,-3.499565516
1393861800,-3.511613413
1393864200,-5.159208216
1393864500,-4.024996254
1393865400,-1.342653384
1393865700,-2.933509798
1393866000,-2.294550586
1393866600,-4.639812559
1393867500,-5.435620269
1393867800,-5.272645588
1393869000,-4.9857878
1393869900,-4.800416743
1393871700,-4.185241866
1393872300,-5.183112649
1393873800,-5.515869319
1393874700,-6.780091822
1393875900,-5.516002395
1393876800,-6.771264444
1393877700,-5.516002395
1393878300,-6.806786879
1393879800,-8.177390379
1393880100,-4.871954432
1393881600,-4.273880357
1393888500,-6.632772682
1393889100,-6.160668211
1393890600,-4.702346467
1393891800,-4.047713344
1393892100,-5.59583703
1393893000,-6.668386872
1393893300,-7.446929175
1393893600,-7.398424026
1393895700,-4.964517283
1393896300,-5.975174004
1393902300,-4.224338715
1393904100,-3.862361137
1393905900,-2.912069055
1393908300,-4.352203914
1393910700,-3.025007208
1393911300,-5.017644046
1393918500,-3.327592524
1393951800,-3.238580362
1393954500,-2.648604496
1393974600,-2.691575735
1393974900,-3.079091999
1393984200,-4.659757169
1394004300,-4.343223796
1394063100,-1.815983516
1394063400,-1.658604879
1394068500,-3.414303542
1394082600,-3.314246483
1394083800,-2.518309165
1394093100,-3.463216228
1394149500,-2.342025891
1394150700,-3.356590609
1394151000,-4.237548024
1394154000,-4.088720039
1394156400,-3.265978822
1394156700,-3.990403755
1394158800,-4.843412292
1394160900,-3.945071042
1394172300,-3.784616438
1394173500,-4.245165104
1394174400,-4.663488737
1394176500,-3.849503906
1394178000,-3.849649588
1394188200,-3.163279302
1394209200,-3.994434047
1394218500,-4.014568781
1394233500,-5.735263152
1394279700,-3.163256737
1394337300,-5.018210366
1394337900,-4.837244932
1394338200,-4.613551296
1394374500,-2.672170356
1394376000,-3.765806205
1394406300,-1.778148589
1394408100,-5.326161787
1394412600,-3.583051567
1394413500,-3.350148621
1394413800,-3.320804179
1394416200,-6.52791323
1394416800,-4.076461974
1394514900,-1.834800698
1394553900,-5.424609339
1394554200,-6.293880509
1394586900,-3.11960012
1394587200,-3.079082805
1394627100,-3.069366369
1394636400,-1.766338415
1394639100,-3.49732346
1394642400,-3.927693119
1394684100,-2.861222621
1394743800,-3.632767198
1394744100,-3.989418425
1394744400,-1.679974922
1394753400,-5.130773681
1394769000,-0.263535203
